,id,id_str,name,screen_name,location,profile_location,description,url,entities,protected,followers_count,friends_count,listed_count,created_at,favourites_count,utc_offset,time_zone,geo_enabled,verified,statuses_count,lang,status,contributors_enabled,is_translator,is_translation_enabled,profile_background_color,profile_background_image_url,profile_background_image_url_https,profile_background_tile,profile_image_url,profile_image_url_https,profile_banner_url,profile_link_color,profile_sidebar_border_color,profile_sidebar_fill_color,profile_text_color,profile_use_background_image,has_extended_profile,default_profile,default_profile_image,following,follow_request_sent,notifications,translator_type
in_reply_to_user_id,37100659,37100659,Pixxistick Total Landscaping 🇺🇸,Pixxistick,Under your skin,,BLACK LIVES MATTER ✊🏽| Aggressively anti-racist | Afro Latina 🇵🇷💋| opinions are your mom’s 🤷🏽‍♀️,,,False,387,111,15,Sat May 02 01:18:48 +0000 2009,36425,,,True,False,40721,,2969866564,False,False,False,EBEBEB,http://abs.twimg.com/images/themes/theme7/bg.gif,https://abs.twimg.com/images/themes/theme7/bg.gif,False,http://pbs.twimg.com/profile_images/1285058975302656005/kJmM5ss9_normal.jpg,https://pbs.twimg.com/profile_images/1285058975302656005/kJmM5ss9_normal.jpg,https://pbs.twimg.com/profile_banners/37100659/1599538841,990000,DFDFDF,F3F3F3,333333,True,True,False,False,False,False,False,none
in_reply_to_user_id_str,37100659,37100659,Pixxistick Total Landscaping 🇺🇸,Pixxistick,Under your skin,,BLACK LIVES MATTER ✊🏽| Aggressively anti-racist | Afro Latina 🇵🇷💋| opinions are your mom’s 🤷🏽‍♀️,,,False,387,111,15,Sat May 02 01:18:48 +0000 2009,36425,,,True,False,40721,,2969866564,False,False,False,EBEBEB,http://abs.twimg.com/images/themes/theme7/bg.gif,https://abs.twimg.com/images/themes/theme7/bg.gif,False,http://pbs.twimg.com/profile_images/1285058975302656005/kJmM5ss9_normal.jpg,https://pbs.twimg.com/profile_images/1285058975302656005/kJmM5ss9_normal.jpg,https://pbs.twimg.com/profile_banners/37100659/1599538841,990000,DFDFDF,F3F3F3,333333,True,True,False,False,False,False,False,none
in_reply_to_screen_name,37100659,37100659,Pixxistick Total Landscaping 🇺🇸,Pixxistick,Under your skin,,BLACK LIVES MATTER ✊🏽| Aggressively anti-racist | Afro Latina 🇵🇷💋| opinions are your mom’s 🤷🏽‍♀️,,,False,387,111,15,Sat May 02 01:18:48 +0000 2009,36425,,,True,False,40721,,leahonfilm,False,False,False,EBEBEB,http://abs.twimg.com/images/themes/theme7/bg.gif,https://abs.twimg.com/images/themes/theme7/bg.gif,False,http://pbs.twimg.com/profile_images/1285058975302656005/kJmM5ss9_normal.jpg,https://pbs.twimg.com/profile_images/1285058975302656005/kJmM5ss9_normal.jpg,https://pbs.twimg.com/profile_banners/37100659/1599538841,990000,DFDFDF,F3F3F3,333333,True,True,False,False,False,False,False,none
geo,37100659,37100659,Pixxistick Total Landscaping 🇺🇸,Pixxistick,Under your skin,,BLACK LIVES MATTER ✊🏽| Aggressively anti-racist | Afro Latina 🇵🇷💋| opinions are your mom’s 🤷🏽‍♀️,,,False,387,111,15,Sat May 02 01:18:48 +0000 2009,36425,,,True,False,40721,,,False,False,False,EBEBEB,http://abs.twimg.com/images/themes/theme7/bg.gif,https://abs.twimg.com/images/themes/theme7/bg.gif,False,http://pbs.twimg.com/profile_images/1285058975302656005/kJmM5ss9_normal.jpg,https://pbs.twimg.com/profile_images/1285058975302656005/kJmM5ss9_normal.jpg,https://pbs.twimg.com/profile_banners/37100659/1599538841,990000,DFDFDF,F3F3F3,333333,True,True,False,False,False,False,False,none
coordinates,37100659,37100659,Pixxistick Total Landscaping 🇺🇸,Pixxistick,Under your skin,,BLACK LIVES MATTER ✊🏽| Aggressively anti-racist | Afro Latina 🇵🇷💋| opinions are your mom’s 🤷🏽‍♀️,,,False,387,111,15,Sat May 02 01:18:48 +0000 2009,36425,,,True,False,40721,,,False,False,False,EBEBEB,http://abs.twimg.com/images/themes/theme7/bg.gif,https://abs.twimg.com/images/themes/theme7/bg.gif,False,http://pbs.twimg.com/profile_images/1285058975302656005/kJmM5ss9_normal.jpg,https://pbs.twimg.com/profile_images/1285058975302656005/kJmM5ss9_normal.jpg,https://pbs.twimg.com/profile_banners/37100659/1599538841,990000,DFDFDF,F3F3F3,333333,True,True,False,False,False,False,False,none
place,37100659,37100659,Pixxistick Total Landscaping 🇺🇸,Pixxistick,Under your skin,,BLACK LIVES MATTER ✊🏽| Aggressively anti-racist | Afro Latina 🇵🇷💋| opinions are your mom’s 🤷🏽‍♀️,,,False,387,111,15,Sat May 02 01:18:48 +0000 2009,36425,,,True,False,40721,,,False,False,False,EBEBEB,http://abs.twimg.com/images/themes/theme7/bg.gif,https://abs.twimg.com/images/themes/theme7/bg.gif,False,http://pbs.twimg.com/profile_images/1285058975302656005/kJmM5ss9_normal.jpg,https://pbs.twimg.com/profile_images/1285058975302656005/kJmM5ss9_normal.jpg,https://pbs.twimg.com/profile_banners/37100659/1599538841,990000,DFDFDF,F3F3F3,333333,True,True,False,False,False,False,False,none
contributors,37100659,37100659,Pixxistick Total Landscaping 🇺🇸,Pixxistick,Under your skin,,BLACK LIVES MATTER ✊🏽| Aggressively anti-racist | Afro Latina 🇵🇷💋| opinions are your mom’s 🤷🏽‍♀️,,,False,387,111,15,Sat May 02 01:18:48 +0000 2009,36425,,,True,False,40721,,,False,False,False,EBEBEB,http://abs.twimg.com/images/themes/theme7/bg.gif,https://abs.twimg.com/images/themes/theme7/bg.gif,False,http://pbs.twimg.com/profile_images/1285058975302656005/kJmM5ss9_normal.jpg,https://pbs.twimg.com/profile_images/1285058975302656005/kJmM5ss9_normal.jpg,https://pbs.twimg.com/profile_banners/37100659/1599538841,990000,DFDFDF,F3F3F3,333333,True,True,False,False,False,False,False,none
is_quote_status,37100659,37100659,Pixxistick Total Landscaping 🇺🇸,Pixxistick,Under your skin,,BLACK LIVES MATTER ✊🏽| Aggressively anti-racist | Afro Latina 🇵🇷💋| opinions are your mom’s 🤷🏽‍♀️,,,False,387,111,15,Sat May 02 01:18:48 +0000 2009,36425,,,True,False,40721,,False,False,False,False,EBEBEB,http://abs.twimg.com/images/themes/theme7/bg.gif,https://abs.twimg.com/images/themes/theme7/bg.gif,False,http://pbs.twimg.com/profile_images/1285058975302656005/kJmM5ss9_normal.jpg,https://pbs.twimg.com/profile_images/1285058975302656005/kJmM5ss9_normal.jpg,https://pbs.twimg.com/profile_banners/37100659/1599538841,990000,DFDFDF,F3F3F3,333333,True,True,False,False,False,False,False,none
retweet_count,37100659,37100659,Pixxistick Total Landscaping 🇺🇸,Pixxistick,Under your skin,,BLACK LIVES MATTER ✊🏽| Aggressively anti-racist | Afro Latina 🇵🇷💋| opinions are your mom’s 🤷🏽‍♀️,,,False,387,111,15,Sat May 02 01:18:48 +0000 2009,36425,,,True,False,40721,,0,False,False,False,EBEBEB,http://abs.twimg.com/images/themes/theme7/bg.gif,https://abs.twimg.com/images/themes/theme7/bg.gif,False,http://pbs.twimg.com/profile_images/1285058975302656005/kJmM5ss9_normal.jpg,https://pbs.twimg.com/profile_images/1285058975302656005/kJmM5ss9_normal.jpg,https://pbs.twimg.com/profile_banners/37100659/1599538841,990000,DFDFDF,F3F3F3,333333,True,True,False,False,False,False,False,none
favorite_count,37100659,37100659,Pixxistick Total Landscaping 🇺🇸,Pixxistick,Under your skin,,BLACK LIVES MATTER ✊🏽| Aggressively anti-racist | Afro Latina 🇵🇷💋| opinions are your mom’s 🤷🏽‍♀️,,,False,387,111,15,Sat May 02 01:18:48 +0000 2009,36425,,,True,False,40721,,0,False,False,False,EBEBEB,http://abs.twimg.com/images/themes/theme7/bg.gif,https://abs.twimg.com/images/themes/theme7/bg.gif,False,http://pbs.twimg.com/profile_images/1285058975302656005/kJmM5ss9_normal.jpg,https://pbs.twimg.com/profile_images/1285058975302656005/kJmM5ss9_normal.jpg,https://pbs.twimg.com/profile_banners/37100659/1599538841,990000,DFDFDF,F3F3F3,333333,True,True,False,False,False,False,False,none
favorited,37100659,37100659,Pixxistick Total Landscaping 🇺🇸,Pixxistick,Under your skin,,BLACK LIVES MATTER ✊🏽| Aggressively anti-racist | Afro Latina 🇵🇷💋| opinions are your mom’s 🤷🏽‍♀️,,,False,387,111,15,Sat May 02 01:18:48 +0000 2009,36425,,,True,False,40721,,False,False,False,False,EBEBEB,http://abs.twimg.com/images/themes/theme7/bg.gif,https://abs.twimg.com/images/themes/theme7/bg.gif,False,http://pbs.twimg.com/profile_images/1285058975302656005/kJmM5ss9_normal.jpg,https://pbs.twimg.com/profile_images/1285058975302656005/kJmM5ss9_normal.jpg,https://pbs.twimg.com/profile_banners/37100659/1599538841,990000,DFDFDF,F3F3F3,333333,True,True,False,False,False,False,False,none
retweeted,37100659,37100659,Pixxistick Total Landscaping 🇺🇸,Pixxistick,Under your skin,,BLACK LIVES MATTER ✊🏽| Aggressively anti-racist | Afro Latina 🇵🇷💋| opinions are your mom’s 🤷🏽‍♀️,,,False,387,111,15,Sat May 02 01:18:48 +0000 2009,36425,,,True,False,40721,,False,False,False,False,EBEBEB,http://abs.twimg.com/images/themes/theme7/bg.gif,https://abs.twimg.com/images/themes/theme7/bg.gif,False,http://pbs.twimg.com/profile_images/1285058975302656005/kJmM5ss9_normal.jpg,https://pbs.twimg.com/profile_images/1285058975302656005/kJmM5ss9_normal.jpg,https://pbs.twimg.com/profile_banners/37100659/1599538841,990000,DFDFDF,F3F3F3,333333,True,True,False,False,False,False,False,none
lang,37100659,37100659,Pixxistick Total Landscaping 🇺🇸,Pixxistick,Under your skin,,BLACK LIVES MATTER ✊🏽| Aggressively anti-racist | Afro Latina 🇵🇷💋| opinions are your mom’s 🤷🏽‍♀️,,,False,387,111,15,Sat May 02 01:18:48 +0000 2009,36425,,,True,False,40721,,en,False,False,False,EBEBEB,http://abs.twimg.com/images/themes/theme7/bg.gif,https://abs.twimg.com/images/themes/theme7/bg.gif,False,http://pbs.twimg.com/profile_images/1285058975302656005/kJmM5ss9_normal.jpg,https://pbs.twimg.com/profile_images/1285058975302656005/kJmM5ss9_normal.jpg,https://pbs.twimg.com/profile_banners/37100659/1599538841,990000,DFDFDF,F3F3F3,333333,True,True,False,False,False,False,False,none
