,id,id_str,name,screen_name,location,profile_location,description,url,entities,protected,followers_count,friends_count,listed_count,created_at,favourites_count,utc_offset,time_zone,geo_enabled,verified,statuses_count,lang,status,contributors_enabled,is_translator,is_translation_enabled,profile_background_color,profile_background_image_url,profile_background_image_url_https,profile_background_tile,profile_image_url,profile_image_url_https,profile_banner_url,profile_link_color,profile_sidebar_border_color,profile_sidebar_fill_color,profile_text_color,profile_use_background_image,has_extended_profile,default_profile,default_profile_image,following,follow_request_sent,notifications,translator_type
in_reply_to_status_id_str,707099852446896128,707099852446896128,Zork (TheDork),SoCalZork,Cutest girl you’ll meet ;),,PFP by @Yumecan2. Practically retired Smasher 😰. 💜 FFXIV - DRG 💜 Huge Sonic fan who hates Sonic. | 🏆 Hunter!,https://t.co/vnUQLhACly,,False,575,345,1,Tue Mar 08 07:05:16 +0000 2016,15843,,,False,False,14834,,1339041756462149633,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1257926750530490368/TrEl5k89_normal.jpg,https://pbs.twimg.com/profile_images/1257926750530490368/TrEl5k89_normal.jpg,https://pbs.twimg.com/profile_banners/707099852446896128/1596866646,FAB81E,000000,000000,000000,False,False,False,False,False,False,False,none
in_reply_to_user_id,707099852446896128,707099852446896128,Zork (TheDork),SoCalZork,Cutest girl you’ll meet ;),,PFP by @Yumecan2. Practically retired Smasher 😰. 💜 FFXIV - DRG 💜 Huge Sonic fan who hates Sonic. | 🏆 Hunter!,https://t.co/vnUQLhACly,,False,575,345,1,Tue Mar 08 07:05:16 +0000 2016,15843,,,False,False,14834,,2495315190,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1257926750530490368/TrEl5k89_normal.jpg,https://pbs.twimg.com/profile_images/1257926750530490368/TrEl5k89_normal.jpg,https://pbs.twimg.com/profile_banners/707099852446896128/1596866646,FAB81E,000000,000000,000000,False,False,False,False,False,False,False,none
in_reply_to_user_id_str,707099852446896128,707099852446896128,Zork (TheDork),SoCalZork,Cutest girl you’ll meet ;),,PFP by @Yumecan2. Practically retired Smasher 😰. 💜 FFXIV - DRG 💜 Huge Sonic fan who hates Sonic. | 🏆 Hunter!,https://t.co/vnUQLhACly,,False,575,345,1,Tue Mar 08 07:05:16 +0000 2016,15843,,,False,False,14834,,2495315190,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1257926750530490368/TrEl5k89_normal.jpg,https://pbs.twimg.com/profile_images/1257926750530490368/TrEl5k89_normal.jpg,https://pbs.twimg.com/profile_banners/707099852446896128/1596866646,FAB81E,000000,000000,000000,False,False,False,False,False,False,False,none
in_reply_to_screen_name,707099852446896128,707099852446896128,Zork (TheDork),SoCalZork,Cutest girl you’ll meet ;),,PFP by @Yumecan2. Practically retired Smasher 😰. 💜 FFXIV - DRG 💜 Huge Sonic fan who hates Sonic. | 🏆 Hunter!,https://t.co/vnUQLhACly,,False,575,345,1,Tue Mar 08 07:05:16 +0000 2016,15843,,,False,False,14834,,TheMissingYink,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1257926750530490368/TrEl5k89_normal.jpg,https://pbs.twimg.com/profile_images/1257926750530490368/TrEl5k89_normal.jpg,https://pbs.twimg.com/profile_banners/707099852446896128/1596866646,FAB81E,000000,000000,000000,False,False,False,False,False,False,False,none
geo,707099852446896128,707099852446896128,Zork (TheDork),SoCalZork,Cutest girl you’ll meet ;),,PFP by @Yumecan2. Practically retired Smasher 😰. 💜 FFXIV - DRG 💜 Huge Sonic fan who hates Sonic. | 🏆 Hunter!,https://t.co/vnUQLhACly,,False,575,345,1,Tue Mar 08 07:05:16 +0000 2016,15843,,,False,False,14834,,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1257926750530490368/TrEl5k89_normal.jpg,https://pbs.twimg.com/profile_images/1257926750530490368/TrEl5k89_normal.jpg,https://pbs.twimg.com/profile_banners/707099852446896128/1596866646,FAB81E,000000,000000,000000,False,False,False,False,False,False,False,none
coordinates,707099852446896128,707099852446896128,Zork (TheDork),SoCalZork,Cutest girl you’ll meet ;),,PFP by @Yumecan2. Practically retired Smasher 😰. 💜 FFXIV - DRG 💜 Huge Sonic fan who hates Sonic. | 🏆 Hunter!,https://t.co/vnUQLhACly,,False,575,345,1,Tue Mar 08 07:05:16 +0000 2016,15843,,,False,False,14834,,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1257926750530490368/TrEl5k89_normal.jpg,https://pbs.twimg.com/profile_images/1257926750530490368/TrEl5k89_normal.jpg,https://pbs.twimg.com/profile_banners/707099852446896128/1596866646,FAB81E,000000,000000,000000,False,False,False,False,False,False,False,none
place,707099852446896128,707099852446896128,Zork (TheDork),SoCalZork,Cutest girl you’ll meet ;),,PFP by @Yumecan2. Practically retired Smasher 😰. 💜 FFXIV - DRG 💜 Huge Sonic fan who hates Sonic. | 🏆 Hunter!,https://t.co/vnUQLhACly,,False,575,345,1,Tue Mar 08 07:05:16 +0000 2016,15843,,,False,False,14834,,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1257926750530490368/TrEl5k89_normal.jpg,https://pbs.twimg.com/profile_images/1257926750530490368/TrEl5k89_normal.jpg,https://pbs.twimg.com/profile_banners/707099852446896128/1596866646,FAB81E,000000,000000,000000,False,False,False,False,False,False,False,none
contributors,707099852446896128,707099852446896128,Zork (TheDork),SoCalZork,Cutest girl you’ll meet ;),,PFP by @Yumecan2. Practically retired Smasher 😰. 💜 FFXIV - DRG 💜 Huge Sonic fan who hates Sonic. | 🏆 Hunter!,https://t.co/vnUQLhACly,,False,575,345,1,Tue Mar 08 07:05:16 +0000 2016,15843,,,False,False,14834,,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1257926750530490368/TrEl5k89_normal.jpg,https://pbs.twimg.com/profile_images/1257926750530490368/TrEl5k89_normal.jpg,https://pbs.twimg.com/profile_banners/707099852446896128/1596866646,FAB81E,000000,000000,000000,False,False,False,False,False,False,False,none
is_quote_status,707099852446896128,707099852446896128,Zork (TheDork),SoCalZork,Cutest girl you’ll meet ;),,PFP by @Yumecan2. Practically retired Smasher 😰. 💜 FFXIV - DRG 💜 Huge Sonic fan who hates Sonic. | 🏆 Hunter!,https://t.co/vnUQLhACly,,False,575,345,1,Tue Mar 08 07:05:16 +0000 2016,15843,,,False,False,14834,,False,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1257926750530490368/TrEl5k89_normal.jpg,https://pbs.twimg.com/profile_images/1257926750530490368/TrEl5k89_normal.jpg,https://pbs.twimg.com/profile_banners/707099852446896128/1596866646,FAB81E,000000,000000,000000,False,False,False,False,False,False,False,none
retweet_count,707099852446896128,707099852446896128,Zork (TheDork),SoCalZork,Cutest girl you’ll meet ;),,PFP by @Yumecan2. Practically retired Smasher 😰. 💜 FFXIV - DRG 💜 Huge Sonic fan who hates Sonic. | 🏆 Hunter!,https://t.co/vnUQLhACly,,False,575,345,1,Tue Mar 08 07:05:16 +0000 2016,15843,,,False,False,14834,,0,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1257926750530490368/TrEl5k89_normal.jpg,https://pbs.twimg.com/profile_images/1257926750530490368/TrEl5k89_normal.jpg,https://pbs.twimg.com/profile_banners/707099852446896128/1596866646,FAB81E,000000,000000,000000,False,False,False,False,False,False,False,none
favorite_count,707099852446896128,707099852446896128,Zork (TheDork),SoCalZork,Cutest girl you’ll meet ;),,PFP by @Yumecan2. Practically retired Smasher 😰. 💜 FFXIV - DRG 💜 Huge Sonic fan who hates Sonic. | 🏆 Hunter!,https://t.co/vnUQLhACly,,False,575,345,1,Tue Mar 08 07:05:16 +0000 2016,15843,,,False,False,14834,,2,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1257926750530490368/TrEl5k89_normal.jpg,https://pbs.twimg.com/profile_images/1257926750530490368/TrEl5k89_normal.jpg,https://pbs.twimg.com/profile_banners/707099852446896128/1596866646,FAB81E,000000,000000,000000,False,False,False,False,False,False,False,none
favorited,707099852446896128,707099852446896128,Zork (TheDork),SoCalZork,Cutest girl you’ll meet ;),,PFP by @Yumecan2. Practically retired Smasher 😰. 💜 FFXIV - DRG 💜 Huge Sonic fan who hates Sonic. | 🏆 Hunter!,https://t.co/vnUQLhACly,,False,575,345,1,Tue Mar 08 07:05:16 +0000 2016,15843,,,False,False,14834,,False,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1257926750530490368/TrEl5k89_normal.jpg,https://pbs.twimg.com/profile_images/1257926750530490368/TrEl5k89_normal.jpg,https://pbs.twimg.com/profile_banners/707099852446896128/1596866646,FAB81E,000000,000000,000000,False,False,False,False,False,False,False,none
retweeted,707099852446896128,707099852446896128,Zork (TheDork),SoCalZork,Cutest girl you’ll meet ;),,PFP by @Yumecan2. Practically retired Smasher 😰. 💜 FFXIV - DRG 💜 Huge Sonic fan who hates Sonic. | 🏆 Hunter!,https://t.co/vnUQLhACly,,False,575,345,1,Tue Mar 08 07:05:16 +0000 2016,15843,,,False,False,14834,,False,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1257926750530490368/TrEl5k89_normal.jpg,https://pbs.twimg.com/profile_images/1257926750530490368/TrEl5k89_normal.jpg,https://pbs.twimg.com/profile_banners/707099852446896128/1596866646,FAB81E,000000,000000,000000,False,False,False,False,False,False,False,none
lang,707099852446896128,707099852446896128,Zork (TheDork),SoCalZork,Cutest girl you’ll meet ;),,PFP by @Yumecan2. Practically retired Smasher 😰. 💜 FFXIV - DRG 💜 Huge Sonic fan who hates Sonic. | 🏆 Hunter!,https://t.co/vnUQLhACly,,False,575,345,1,Tue Mar 08 07:05:16 +0000 2016,15843,,,False,False,14834,,en,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1257926750530490368/TrEl5k89_normal.jpg,https://pbs.twimg.com/profile_images/1257926750530490368/TrEl5k89_normal.jpg,https://pbs.twimg.com/profile_banners/707099852446896128/1596866646,FAB81E,000000,000000,000000,False,False,False,False,False,False,False,none
