,id,id_str,name,screen_name,location,profile_location,description,url,entities,protected,followers_count,friends_count,listed_count,created_at,favourites_count,utc_offset,time_zone,geo_enabled,verified,statuses_count,lang,status,contributors_enabled,is_translator,is_translation_enabled,profile_background_color,profile_background_image_url,profile_background_image_url_https,profile_background_tile,profile_image_url,profile_image_url_https,profile_banner_url,profile_link_color,profile_sidebar_border_color,profile_sidebar_fill_color,profile_text_color,profile_use_background_image,has_extended_profile,default_profile,default_profile_image,following,follow_request_sent,notifications,translator_type
in_reply_to_user_id,774383980682416128,774383980682416128,❝chloe⨾dm to sponsor 🎄,lovclyaurora,she/her||rhtc 119 proofs,,───❛it’s the most wonderful time of the year❜🎄❄️┆❤︎ @kimbverly1┊alt @iu_phoria↩︎┆❛1.6K+ auroras ♡ Sponsors open,https://t.co/hIxBWbhp34,,False,1668,76,0,Fri Sep 09 23:08:23 +0000 2016,3440,,,False,False,6913,,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1338470352641519616/S6Rz3auO_normal.jpg,https://pbs.twimg.com/profile_images/1338470352641519616/S6Rz3auO_normal.jpg,https://pbs.twimg.com/profile_banners/774383980682416128/1607951229,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
in_reply_to_user_id_str,774383980682416128,774383980682416128,❝chloe⨾dm to sponsor 🎄,lovclyaurora,she/her||rhtc 119 proofs,,───❛it’s the most wonderful time of the year❜🎄❄️┆❤︎ @kimbverly1┊alt @iu_phoria↩︎┆❛1.6K+ auroras ♡ Sponsors open,https://t.co/hIxBWbhp34,,False,1668,76,0,Fri Sep 09 23:08:23 +0000 2016,3440,,,False,False,6913,,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1338470352641519616/S6Rz3auO_normal.jpg,https://pbs.twimg.com/profile_images/1338470352641519616/S6Rz3auO_normal.jpg,https://pbs.twimg.com/profile_banners/774383980682416128/1607951229,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
in_reply_to_screen_name,774383980682416128,774383980682416128,❝chloe⨾dm to sponsor 🎄,lovclyaurora,she/her||rhtc 119 proofs,,───❛it’s the most wonderful time of the year❜🎄❄️┆❤︎ @kimbverly1┊alt @iu_phoria↩︎┆❛1.6K+ auroras ♡ Sponsors open,https://t.co/hIxBWbhp34,,False,1668,76,0,Fri Sep 09 23:08:23 +0000 2016,3440,,,False,False,6913,,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1338470352641519616/S6Rz3auO_normal.jpg,https://pbs.twimg.com/profile_images/1338470352641519616/S6Rz3auO_normal.jpg,https://pbs.twimg.com/profile_banners/774383980682416128/1607951229,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
geo,774383980682416128,774383980682416128,❝chloe⨾dm to sponsor 🎄,lovclyaurora,she/her||rhtc 119 proofs,,───❛it’s the most wonderful time of the year❜🎄❄️┆❤︎ @kimbverly1┊alt @iu_phoria↩︎┆❛1.6K+ auroras ♡ Sponsors open,https://t.co/hIxBWbhp34,,False,1668,76,0,Fri Sep 09 23:08:23 +0000 2016,3440,,,False,False,6913,,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1338470352641519616/S6Rz3auO_normal.jpg,https://pbs.twimg.com/profile_images/1338470352641519616/S6Rz3auO_normal.jpg,https://pbs.twimg.com/profile_banners/774383980682416128/1607951229,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
coordinates,774383980682416128,774383980682416128,❝chloe⨾dm to sponsor 🎄,lovclyaurora,she/her||rhtc 119 proofs,,───❛it’s the most wonderful time of the year❜🎄❄️┆❤︎ @kimbverly1┊alt @iu_phoria↩︎┆❛1.6K+ auroras ♡ Sponsors open,https://t.co/hIxBWbhp34,,False,1668,76,0,Fri Sep 09 23:08:23 +0000 2016,3440,,,False,False,6913,,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1338470352641519616/S6Rz3auO_normal.jpg,https://pbs.twimg.com/profile_images/1338470352641519616/S6Rz3auO_normal.jpg,https://pbs.twimg.com/profile_banners/774383980682416128/1607951229,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
place,774383980682416128,774383980682416128,❝chloe⨾dm to sponsor 🎄,lovclyaurora,she/her||rhtc 119 proofs,,───❛it’s the most wonderful time of the year❜🎄❄️┆❤︎ @kimbverly1┊alt @iu_phoria↩︎┆❛1.6K+ auroras ♡ Sponsors open,https://t.co/hIxBWbhp34,,False,1668,76,0,Fri Sep 09 23:08:23 +0000 2016,3440,,,False,False,6913,,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1338470352641519616/S6Rz3auO_normal.jpg,https://pbs.twimg.com/profile_images/1338470352641519616/S6Rz3auO_normal.jpg,https://pbs.twimg.com/profile_banners/774383980682416128/1607951229,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
contributors,774383980682416128,774383980682416128,❝chloe⨾dm to sponsor 🎄,lovclyaurora,she/her||rhtc 119 proofs,,───❛it’s the most wonderful time of the year❜🎄❄️┆❤︎ @kimbverly1┊alt @iu_phoria↩︎┆❛1.6K+ auroras ♡ Sponsors open,https://t.co/hIxBWbhp34,,False,1668,76,0,Fri Sep 09 23:08:23 +0000 2016,3440,,,False,False,6913,,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1338470352641519616/S6Rz3auO_normal.jpg,https://pbs.twimg.com/profile_images/1338470352641519616/S6Rz3auO_normal.jpg,https://pbs.twimg.com/profile_banners/774383980682416128/1607951229,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
is_quote_status,774383980682416128,774383980682416128,❝chloe⨾dm to sponsor 🎄,lovclyaurora,she/her||rhtc 119 proofs,,───❛it’s the most wonderful time of the year❜🎄❄️┆❤︎ @kimbverly1┊alt @iu_phoria↩︎┆❛1.6K+ auroras ♡ Sponsors open,https://t.co/hIxBWbhp34,,False,1668,76,0,Fri Sep 09 23:08:23 +0000 2016,3440,,,False,False,6913,,True,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1338470352641519616/S6Rz3auO_normal.jpg,https://pbs.twimg.com/profile_images/1338470352641519616/S6Rz3auO_normal.jpg,https://pbs.twimg.com/profile_banners/774383980682416128/1607951229,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
quoted_status_id,774383980682416128,774383980682416128,❝chloe⨾dm to sponsor 🎄,lovclyaurora,she/her||rhtc 119 proofs,,───❛it’s the most wonderful time of the year❜🎄❄️┆❤︎ @kimbverly1┊alt @iu_phoria↩︎┆❛1.6K+ auroras ♡ Sponsors open,https://t.co/hIxBWbhp34,,False,1668,76,0,Fri Sep 09 23:08:23 +0000 2016,3440,,,False,False,6913,,1339040228799963136,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1338470352641519616/S6Rz3auO_normal.jpg,https://pbs.twimg.com/profile_images/1338470352641519616/S6Rz3auO_normal.jpg,https://pbs.twimg.com/profile_banners/774383980682416128/1607951229,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
quoted_status_id_str,774383980682416128,774383980682416128,❝chloe⨾dm to sponsor 🎄,lovclyaurora,she/her||rhtc 119 proofs,,───❛it’s the most wonderful time of the year❜🎄❄️┆❤︎ @kimbverly1┊alt @iu_phoria↩︎┆❛1.6K+ auroras ♡ Sponsors open,https://t.co/hIxBWbhp34,,False,1668,76,0,Fri Sep 09 23:08:23 +0000 2016,3440,,,False,False,6913,,1339040228799963136,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1338470352641519616/S6Rz3auO_normal.jpg,https://pbs.twimg.com/profile_images/1338470352641519616/S6Rz3auO_normal.jpg,https://pbs.twimg.com/profile_banners/774383980682416128/1607951229,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
retweet_count,774383980682416128,774383980682416128,❝chloe⨾dm to sponsor 🎄,lovclyaurora,she/her||rhtc 119 proofs,,───❛it’s the most wonderful time of the year❜🎄❄️┆❤︎ @kimbverly1┊alt @iu_phoria↩︎┆❛1.6K+ auroras ♡ Sponsors open,https://t.co/hIxBWbhp34,,False,1668,76,0,Fri Sep 09 23:08:23 +0000 2016,3440,,,False,False,6913,,0,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1338470352641519616/S6Rz3auO_normal.jpg,https://pbs.twimg.com/profile_images/1338470352641519616/S6Rz3auO_normal.jpg,https://pbs.twimg.com/profile_banners/774383980682416128/1607951229,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
favorite_count,774383980682416128,774383980682416128,❝chloe⨾dm to sponsor 🎄,lovclyaurora,she/her||rhtc 119 proofs,,───❛it’s the most wonderful time of the year❜🎄❄️┆❤︎ @kimbverly1┊alt @iu_phoria↩︎┆❛1.6K+ auroras ♡ Sponsors open,https://t.co/hIxBWbhp34,,False,1668,76,0,Fri Sep 09 23:08:23 +0000 2016,3440,,,False,False,6913,,1,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1338470352641519616/S6Rz3auO_normal.jpg,https://pbs.twimg.com/profile_images/1338470352641519616/S6Rz3auO_normal.jpg,https://pbs.twimg.com/profile_banners/774383980682416128/1607951229,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
favorited,774383980682416128,774383980682416128,❝chloe⨾dm to sponsor 🎄,lovclyaurora,she/her||rhtc 119 proofs,,───❛it’s the most wonderful time of the year❜🎄❄️┆❤︎ @kimbverly1┊alt @iu_phoria↩︎┆❛1.6K+ auroras ♡ Sponsors open,https://t.co/hIxBWbhp34,,False,1668,76,0,Fri Sep 09 23:08:23 +0000 2016,3440,,,False,False,6913,,False,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1338470352641519616/S6Rz3auO_normal.jpg,https://pbs.twimg.com/profile_images/1338470352641519616/S6Rz3auO_normal.jpg,https://pbs.twimg.com/profile_banners/774383980682416128/1607951229,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
retweeted,774383980682416128,774383980682416128,❝chloe⨾dm to sponsor 🎄,lovclyaurora,she/her||rhtc 119 proofs,,───❛it’s the most wonderful time of the year❜🎄❄️┆❤︎ @kimbverly1┊alt @iu_phoria↩︎┆❛1.6K+ auroras ♡ Sponsors open,https://t.co/hIxBWbhp34,,False,1668,76,0,Fri Sep 09 23:08:23 +0000 2016,3440,,,False,False,6913,,False,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1338470352641519616/S6Rz3auO_normal.jpg,https://pbs.twimg.com/profile_images/1338470352641519616/S6Rz3auO_normal.jpg,https://pbs.twimg.com/profile_banners/774383980682416128/1607951229,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
possibly_sensitive,774383980682416128,774383980682416128,❝chloe⨾dm to sponsor 🎄,lovclyaurora,she/her||rhtc 119 proofs,,───❛it’s the most wonderful time of the year❜🎄❄️┆❤︎ @kimbverly1┊alt @iu_phoria↩︎┆❛1.6K+ auroras ♡ Sponsors open,https://t.co/hIxBWbhp34,,False,1668,76,0,Fri Sep 09 23:08:23 +0000 2016,3440,,,False,False,6913,,False,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1338470352641519616/S6Rz3auO_normal.jpg,https://pbs.twimg.com/profile_images/1338470352641519616/S6Rz3auO_normal.jpg,https://pbs.twimg.com/profile_banners/774383980682416128/1607951229,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
lang,774383980682416128,774383980682416128,❝chloe⨾dm to sponsor 🎄,lovclyaurora,she/her||rhtc 119 proofs,,───❛it’s the most wonderful time of the year❜🎄❄️┆❤︎ @kimbverly1┊alt @iu_phoria↩︎┆❛1.6K+ auroras ♡ Sponsors open,https://t.co/hIxBWbhp34,,False,1668,76,0,Fri Sep 09 23:08:23 +0000 2016,3440,,,False,False,6913,,en,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1338470352641519616/S6Rz3auO_normal.jpg,https://pbs.twimg.com/profile_images/1338470352641519616/S6Rz3auO_normal.jpg,https://pbs.twimg.com/profile_banners/774383980682416128/1607951229,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
