,id,id_str,name,screen_name,location,profile_location,description,url,entities,protected,followers_count,friends_count,listed_count,created_at,favourites_count,utc_offset,time_zone,geo_enabled,verified,statuses_count,lang,status,contributors_enabled,is_translator,is_translation_enabled,profile_background_color,profile_background_image_url,profile_background_image_url_https,profile_background_tile,profile_image_url,profile_image_url_https,profile_banner_url,profile_link_color,profile_sidebar_border_color,profile_sidebar_fill_color,profile_text_color,profile_use_background_image,has_extended_profile,default_profile,default_profile_image,following,follow_request_sent,notifications,translator_type
in_reply_to_user_id,1001192659975786498,1001192659975786498,tommy 🎄 | gold rush stan,contrarianshit,"California, USA",,"i did something bad, august, & christmas tree farm enthusiast | 17 • latino • he/him | tn x3 ts x1 | haven’t met taylor",,,False,4035,3714,13,Mon May 28 20:05:06 +0000 2018,87440,,,True,False,10491,,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1338943096533368832/cSAp-UDn_normal.jpg,https://pbs.twimg.com/profile_images/1338943096533368832/cSAp-UDn_normal.jpg,https://pbs.twimg.com/profile_banners/1001192659975786498/1607622897,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
in_reply_to_user_id_str,1001192659975786498,1001192659975786498,tommy 🎄 | gold rush stan,contrarianshit,"California, USA",,"i did something bad, august, & christmas tree farm enthusiast | 17 • latino • he/him | tn x3 ts x1 | haven’t met taylor",,,False,4035,3714,13,Mon May 28 20:05:06 +0000 2018,87440,,,True,False,10491,,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1338943096533368832/cSAp-UDn_normal.jpg,https://pbs.twimg.com/profile_images/1338943096533368832/cSAp-UDn_normal.jpg,https://pbs.twimg.com/profile_banners/1001192659975786498/1607622897,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
in_reply_to_screen_name,1001192659975786498,1001192659975786498,tommy 🎄 | gold rush stan,contrarianshit,"California, USA",,"i did something bad, august, & christmas tree farm enthusiast | 17 • latino • he/him | tn x3 ts x1 | haven’t met taylor",,,False,4035,3714,13,Mon May 28 20:05:06 +0000 2018,87440,,,True,False,10491,,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1338943096533368832/cSAp-UDn_normal.jpg,https://pbs.twimg.com/profile_images/1338943096533368832/cSAp-UDn_normal.jpg,https://pbs.twimg.com/profile_banners/1001192659975786498/1607622897,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
geo,1001192659975786498,1001192659975786498,tommy 🎄 | gold rush stan,contrarianshit,"California, USA",,"i did something bad, august, & christmas tree farm enthusiast | 17 • latino • he/him | tn x3 ts x1 | haven’t met taylor",,,False,4035,3714,13,Mon May 28 20:05:06 +0000 2018,87440,,,True,False,10491,,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1338943096533368832/cSAp-UDn_normal.jpg,https://pbs.twimg.com/profile_images/1338943096533368832/cSAp-UDn_normal.jpg,https://pbs.twimg.com/profile_banners/1001192659975786498/1607622897,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
coordinates,1001192659975786498,1001192659975786498,tommy 🎄 | gold rush stan,contrarianshit,"California, USA",,"i did something bad, august, & christmas tree farm enthusiast | 17 • latino • he/him | tn x3 ts x1 | haven’t met taylor",,,False,4035,3714,13,Mon May 28 20:05:06 +0000 2018,87440,,,True,False,10491,,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1338943096533368832/cSAp-UDn_normal.jpg,https://pbs.twimg.com/profile_images/1338943096533368832/cSAp-UDn_normal.jpg,https://pbs.twimg.com/profile_banners/1001192659975786498/1607622897,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
place,1001192659975786498,1001192659975786498,tommy 🎄 | gold rush stan,contrarianshit,"California, USA",,"i did something bad, august, & christmas tree farm enthusiast | 17 • latino • he/him | tn x3 ts x1 | haven’t met taylor",,,False,4035,3714,13,Mon May 28 20:05:06 +0000 2018,87440,,,True,False,10491,,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1338943096533368832/cSAp-UDn_normal.jpg,https://pbs.twimg.com/profile_images/1338943096533368832/cSAp-UDn_normal.jpg,https://pbs.twimg.com/profile_banners/1001192659975786498/1607622897,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
contributors,1001192659975786498,1001192659975786498,tommy 🎄 | gold rush stan,contrarianshit,"California, USA",,"i did something bad, august, & christmas tree farm enthusiast | 17 • latino • he/him | tn x3 ts x1 | haven’t met taylor",,,False,4035,3714,13,Mon May 28 20:05:06 +0000 2018,87440,,,True,False,10491,,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1338943096533368832/cSAp-UDn_normal.jpg,https://pbs.twimg.com/profile_images/1338943096533368832/cSAp-UDn_normal.jpg,https://pbs.twimg.com/profile_banners/1001192659975786498/1607622897,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
retweeted_status,1001192659975786498,1001192659975786498,tommy 🎄 | gold rush stan,contrarianshit,"California, USA",,"i did something bad, august, & christmas tree farm enthusiast | 17 • latino • he/him | tn x3 ts x1 | haven’t met taylor",,,False,4035,3714,13,Mon May 28 20:05:06 +0000 2018,87440,,,True,False,10491,,"{'created_at': 'Wed Dec 16 05:12:50 +0000 2020', 'id': 1339075995756711937, 'id_str': '1339075995756711937', 'text': 'Taylor Swift really said “I don’t want to see you breathe again” when she followed willow with champagne problems,… https://t.co/s6axLnWpjh', 'truncated': True, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/s6axLnWpjh', 'expanded_url': 'https://twitter.com/i/web/status/1339075995756711937', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [116, 139]}]}, 'source': '<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 2, 'favorite_count': 11, 'favorited': False, 'retweeted': False, 'lang': 'en'}",False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1338943096533368832/cSAp-UDn_normal.jpg,https://pbs.twimg.com/profile_images/1338943096533368832/cSAp-UDn_normal.jpg,https://pbs.twimg.com/profile_banners/1001192659975786498/1607622897,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
is_quote_status,1001192659975786498,1001192659975786498,tommy 🎄 | gold rush stan,contrarianshit,"California, USA",,"i did something bad, august, & christmas tree farm enthusiast | 17 • latino • he/him | tn x3 ts x1 | haven’t met taylor",,,False,4035,3714,13,Mon May 28 20:05:06 +0000 2018,87440,,,True,False,10491,,False,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1338943096533368832/cSAp-UDn_normal.jpg,https://pbs.twimg.com/profile_images/1338943096533368832/cSAp-UDn_normal.jpg,https://pbs.twimg.com/profile_banners/1001192659975786498/1607622897,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
retweet_count,1001192659975786498,1001192659975786498,tommy 🎄 | gold rush stan,contrarianshit,"California, USA",,"i did something bad, august, & christmas tree farm enthusiast | 17 • latino • he/him | tn x3 ts x1 | haven’t met taylor",,,False,4035,3714,13,Mon May 28 20:05:06 +0000 2018,87440,,,True,False,10491,,2,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1338943096533368832/cSAp-UDn_normal.jpg,https://pbs.twimg.com/profile_images/1338943096533368832/cSAp-UDn_normal.jpg,https://pbs.twimg.com/profile_banners/1001192659975786498/1607622897,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
favorite_count,1001192659975786498,1001192659975786498,tommy 🎄 | gold rush stan,contrarianshit,"California, USA",,"i did something bad, august, & christmas tree farm enthusiast | 17 • latino • he/him | tn x3 ts x1 | haven’t met taylor",,,False,4035,3714,13,Mon May 28 20:05:06 +0000 2018,87440,,,True,False,10491,,0,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1338943096533368832/cSAp-UDn_normal.jpg,https://pbs.twimg.com/profile_images/1338943096533368832/cSAp-UDn_normal.jpg,https://pbs.twimg.com/profile_banners/1001192659975786498/1607622897,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
favorited,1001192659975786498,1001192659975786498,tommy 🎄 | gold rush stan,contrarianshit,"California, USA",,"i did something bad, august, & christmas tree farm enthusiast | 17 • latino • he/him | tn x3 ts x1 | haven’t met taylor",,,False,4035,3714,13,Mon May 28 20:05:06 +0000 2018,87440,,,True,False,10491,,False,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1338943096533368832/cSAp-UDn_normal.jpg,https://pbs.twimg.com/profile_images/1338943096533368832/cSAp-UDn_normal.jpg,https://pbs.twimg.com/profile_banners/1001192659975786498/1607622897,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
retweeted,1001192659975786498,1001192659975786498,tommy 🎄 | gold rush stan,contrarianshit,"California, USA",,"i did something bad, august, & christmas tree farm enthusiast | 17 • latino • he/him | tn x3 ts x1 | haven’t met taylor",,,False,4035,3714,13,Mon May 28 20:05:06 +0000 2018,87440,,,True,False,10491,,False,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1338943096533368832/cSAp-UDn_normal.jpg,https://pbs.twimg.com/profile_images/1338943096533368832/cSAp-UDn_normal.jpg,https://pbs.twimg.com/profile_banners/1001192659975786498/1607622897,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
lang,1001192659975786498,1001192659975786498,tommy 🎄 | gold rush stan,contrarianshit,"California, USA",,"i did something bad, august, & christmas tree farm enthusiast | 17 • latino • he/him | tn x3 ts x1 | haven’t met taylor",,,False,4035,3714,13,Mon May 28 20:05:06 +0000 2018,87440,,,True,False,10491,,en,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1338943096533368832/cSAp-UDn_normal.jpg,https://pbs.twimg.com/profile_images/1338943096533368832/cSAp-UDn_normal.jpg,https://pbs.twimg.com/profile_banners/1001192659975786498/1607622897,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
